,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,dependency_length,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,predicted_words
604,The grandsons of that guy don't realize who sounds like Amy.,The grandsons of that guy doesn't realize who sounds like Amy.,The grandsons of that guy,don't,doesn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,604,destruction
605,The story about the Borgias has alarmed all banks.,The story about the Borgias have alarmed all banks.,The story about the Borgias,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,605,thereafter
606,The drawings of the doctor haven't confused Martin.,The drawings of the doctor hasn't confused Martin.,The drawings of the doctor,haven't,hasn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,606,[unknown]
607,The nephews of Rodney weren't vanishing.,The nephews of Rodney isn't vanishing.,The nephews of Rodney,weren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,607,alabama
608,The grandmothers of Chad weren't aggravating Kayla.,The grandmothers of Chad wasn't aggravating Kayla.,The grandmothers of Chad,weren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,608,hallway
609,The sketches of some mouth are wasting away.,The sketches of some mouth is wasting away.,The sketches of some mouth,are,is,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,609,yourself
610,The nephew of most cashiers wasn't talking.,The nephew of most cashiers aren't talking.,The nephew of most cashiers,wasn't,aren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,610,priest
611,The movies about literature confuse Jacqueline.,The movies about literature confuses Jacqueline.,The movies about literature,confuse,confuses,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,611,priest
612,The fathers of Lissa do complain about Liam.,The fathers of Lissa does complain about Liam.,The fathers of Lissa,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,612,priest
613,A niece of a lot of cashiers implores Matt to ascend a lot of steps.,A niece of a lot of cashiers implore Matt to ascend a lot of steps.,A niece of a lot of cashiers,implores,implore,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,613,anyone
614,The essays about Jesus are irritating Brett.,The essays about Jesus is irritating Brett.,The essays about Jesus,are,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,614,priest
615,The grandmothers of Catherine don't urge Galileo to exercise.,The grandmothers of Catherine doesn't urge Galileo to exercise.,The grandmothers of Catherine,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,615,58
616,A son of the teachers helps Nina.,A son of the teachers help Nina.,A son of the teachers,helps,help,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,616,priest
617,The reports about science have stunned Sharon.,The reports about science has stunned Sharon.,The reports about science,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,617,priest
618,The paintings of Emily have confused a bank.,The paintings of Emily has confused a bank.,The paintings of Emily,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,618,yourself
619,A daughter of all dancers motivates Carrie to see every hat.,A daughter of all dancers motivate Carrie to see every hat.,A daughter of all dancers,motivates,motivate,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,619,estimated
620,The daughter of many adults hasn't suffered.,The daughter of many adults haven't suffered.,The daughter of many adults,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,620,chapter
621,The pictures of Leslie haven't bored Debra.,The pictures of Leslie hasn't bored Debra.,The pictures of Leslie,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,621,[unknown]
622,The brother of children yells.,The brother of children yell.,The brother of children,yells,yell,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,622,yourself
623,The stories about Jesus win.,The stories about Jesus wins.,The stories about Jesus,win,wins,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,623,priest
624,The photographs of Lisa don't aggravate Becky.,The photographs of Lisa doesn't aggravate Becky.,The photographs of Lisa,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,624,lands
625,A grandfather of a lot of teachers doesn't fire Matt.,A grandfather of a lot of teachers don't fire Matt.,A grandfather of a lot of teachers,doesn't,don't,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,625,hallway
626,The paintings of every fork weren't upsetting Beverly.,The paintings of every fork wasn't upsetting Beverly.,The paintings of every fork,weren't,wasn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,626,pet
627,The sons of Edward litter.,The sons of Edward litters.,The sons of Edward,litter,litters,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,627,priest
628,The grandson of the Impressionists has ordered Tara to reference Veronica.,The grandson of the Impressionists have ordered Tara to reference Veronica.,The grandson of the Impressionists,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,628,t
629,The shows about Galileo aren't hurting these teachers.,The shows about Galileo wasn't hurting these teachers.,The shows about Galileo,aren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,629,posted
630,The documentaries about Monet don't annoy that customer.,The documentaries about Monet doesn't annoy that customer.,The documentaries about Monet,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,630,maintaining
631,A painting of all paintings doesn't resemble sketches.,A painting of all paintings don't resemble sketches.,A painting of all paintings,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,631,sunshine
632,A sister of many cashiers works hard.,A sister of many cashiers work hard.,A sister of many cashiers,works hard,work hard,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,632,martin
633,A son of most doctors wasn't looking to insult Suzanne.,A son of most doctors aren't looking to insult Suzanne.,A son of most doctors,wasn't,aren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,633,wore
634,A picture of those mouths irritates some organizations.,A picture of those mouths irritate some organizations.,A picture of those mouths,irritates,irritate,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,634,posted
635,The pamphlets about Monet don't scare Mark.,The pamphlets about Monet doesn't scare Mark.,The pamphlets about Monet,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,635,[unknown]
636,The reports about politics haven't confused some committee.,The reports about politics hasn't confused some committee.,The reports about politics,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,636,ran
637,The commentaries about Spain distract that patient.,The commentaries about Spain distracts that patient.,The commentaries about Spain,distract,distracts,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,637,yourself
638,A grandmother of the men does appreciate Winston Churchill.,A grandmother of the men do appreciate Winston Churchill.,A grandmother of the men,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,638,[unknown]
639,The grandsons of Nicole haven't neglected to assemble.,The grandsons of Nicole hasn't neglected to assemble.,The grandsons of Nicole,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,639,lands
640,The essay about the Great Lakes has confused Bradley.,The essay about the Great Lakes have confused Bradley.,The essay about the Great Lakes,has,have,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,640,yourself
641,The grandmothers of Gary are shouting.,The grandmothers of Gary is shouting.,The grandmothers of Gary,are,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,641,priest
642,A granddaughter of most students says Beth shouldn't refuse to complain about Dana.,A granddaughter of most students say Beth shouldn't refuse to complain about Dana.,A granddaughter of most students,says,say,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,642,countries
